store_id,store_name,restaurant_type,city
j0ix,Signature Food Station,Dumpling,Gopalganj
j0ne,Buns N' Beans,American,Dhaka
j0nr,Catering Service Tehari Ghar,Tehari,Dhaka
j0z4,Arabian,Fast Food,Dhaka
j14a,Mumu Chotpoti & Fuchka,Chotpoti & Fuchka,Bogra
j158,Green & Pepper,Seafood,Dhaka
j1ef,Jannat Home Kitchen,Rice Dishes,Dhaka
j1iv,Rabeya'S Kitchen & Fast Food Corner,Fast Food,Mymensingh
j1jc,Jp Fast Food,SNAcks,Dhaka
j1l8,Ottithi,Rice Dishes,Dhaka
j1pu,Singla,Bangladeshi,Dhaka
j1q3,The Meat Bar,Fast Food,Dhaka
j1wv,Chatgaiya Shahi Dawat,Biryani,Chittagong
j1y8,Momo Box,Dumpling,Dhaka
j261,Kazi Farms Kitchen,SNAcks,Satkhira
j2bk,Regal Cafe & Chap Ghor,Chinese,Dhaka
j2dv,Khao San,Thai,Dhaka
j2ha,Renu'S Kitchen,Bangladeshi,Dhaka
j2lg,Club Grille,Bangladeshi,Chittagong
j2rr,Pizza Town,Pizza,Dhaka
j2u8,Tannas Kitchen,SNAcks,Chittagong
j2uk,Garden Ship Restaurant,Thai,Dhaka
j34n,Hot & Tasty,Fast Food,Dhaka
j389,Pandago Ob,Bangladeshi,Faridpur
j3gc,Tasty Treat,Dessert,Faridpur
j3hg,Mrm Cake Shop,Cakes,Dhaka
j3km,Chicken Bites,Fast Food,Dhaka
j3ri,Bhojon Bilash,Bangladeshi,Comilla
j3ur,Flamer Den Bashundhara,Fast Food,Dhaka
j3vb,Momo Stations,Dumpling,Dhaka
j40d,Homaira'S Recipe (Pandago),Bangladeshi,Cox'S Bazar
j45m,Kacchi Dine,Rice Dishes,Barisal
j46o,Ghapus Ghupush Khai,SNAcks,Barisal
j4af,The Mughal Empire,Rice Dishes,Dhaka
j4j5,Rokomari Food Zone,SNAcks,Dhaka
j4mm,Turza'S Kitchen,Bangladeshi,Barisal
j4w2,Coffee And,SNAcks,Dhaka
j51b,Melt,Fast Food,Dhaka
j562,23 Juice Bar & Coffee Station,Bangladeshi,Barisal
j569,Galaxy Kacchi Special,Rice Dishes,Narsingdi
j5oh,Dumpling Hut,Japanese,Dhaka
j5q9,Soul Kitchen,Asian,Dhaka
j5rj,Cafe Ria,Fast Food,Dhaka
j5v3,Kebab Garden,Kebab,Sylhet
j60n,Cliqnpay,Bangladeshi,Dhaka
j68t,Yummy Rolls,Bangladeshi,Rajshahi
j6na,M H Kitchen,Bangladeshi,Chittagong
j6nf,Big Q,Fast Food,Dhaka
j6ps,Adda&Chill,Cafe,Dhaka
j6x6,Kebab E Majlish,Kebab,Comilla
j74q,Lakeshore Bakery,Dessert,Dhaka
j753,Mohammadia Food Garden,Fast Food,Dhaka
j75w,Fuchka Lover,Chotpoti & Fuchka,Dhaka
j7bm,Happy Tea,Beverage,Dhaka
j7em,Fatso,Bangladeshi,Dhaka
j7qe,Arabian Khabsa,Kebab,Dhaka
j7r7,Ismail Bhai Er Shahi Fuchka & Halim,Chotpoti & Fuchka,Dhaka
j7st,Niribili Hotel & Restaurant,Bangladeshi,Dhaka
j81d,Manzar,Kebab,Dhaka
j877,Amar Ranna,Bangladeshi,Sylhet
j8c9,Fuchka Bilash,Beverage,Dhaka
j8iz,Lime Prime,Juice Corner,Dhaka
j8pn,Hyderabad Biryani & Restaurant.,Rice Dishes,Cox'S Bazar
j8sf,Blast,Beverage,Dhaka
j8u6,Yatai,Japanese,Dhaka
j928,Mama Chotpoti O Fuska House,Chotpoti & Fuchka,Dhaka
j9a8,Seishad,Bangladeshi,Sylhet
j9er,Multani Kebab,Kebab,Dhaka
j9et,Caf Pabna,SNAcks,Pabna
j9ex,Holy Fries Khilgaon,Fast Food,Dhaka
j9kr,Cheese Loaded,Pizza,Dhaka
j9mm,Pizza Blizza,Pizza,Dhaka
j9tm,Light Pizza House,Pizza,Dhaka
ja4r,Pane Pezzo,Pizza,Dhaka
jair,Galib'S Fry,SNAcks,Dinajpur
jak7,Mini'S Home Kitchen,SNAcks,Dhaka
janc,Narail Food,Fast Food,Dhaka
jaoz,Cheesy Street,Burgers,Dhaka
jas1,Flavour Station,Rice Dishes,Dhaka
jayu,Aysha'S Magic Touch,Bangladeshi,Rajshahi
jayx,Alam'S,Fast Food,Mymensingh
jb26,Tasty Food By Kajol,Bangladeshi,Comilla
jb6v,Blue Salt,Chicken,Dhaka
jb70,Brownie Hut Deli,Dessert,Dhaka
jbdt,Rice Spoon,Rice Dishes,Sylhet
jbwv,Bhagyakul Kacchi Ghor,Biryani,Dhaka
jc10,Food Land,Fast Food,Bogra
jc17,Manila Siomai,SNAcks,Dhaka
jc3k,Happiness Cake And Bakery,Cakes,Dhaka
jc5b,Craft Of Flame,Kebab,Dhaka
jc6k,Foodies Bee,Fast Food,Dhaka
jc9v,Street 17 Cafe,Fast Food,Dhaka
jcfa,Laham Mandi,Rice Dishes,Dhaka
jcjp,Momo'S Kitchen House,Dumpling,Dhaka
jcok,Lavender Food & Bakery,Dessert,Dhaka
jcos,Dough & Cheese,Italian,Dhaka
jcy1,Korean Fusion,Dumpling,Dhaka
jdja,Tasty Treat,Dessert,Moulvibazar
jdn3,Red Fox Pizza Hot & Tasty,Pizza,Gazipur
jdpo,Timeless Table,Beverage,Chittagong
jdqx,China Town Badda,SNAcks,Dhaka
je3x,Melt Down,Beverage,Dhaka
je50,Khawari,Fast Food,Feni
jeap,Harmony With Taste,Fast Food,Dhaka
jefb,Grill Master Bbq & Steakhouse,Steak,Dhaka
jefe,Tasty Treat,Dessert,Rajshahi
jeha,Nepali Food House & Momo Center,Dumpling,Gopalganj
jek2,Hazi Kacchi Dine,Rice Dishes,Dhaka
jexk,Salad Flexi,Healthy,Dhaka
jf0e,Bd Shawarma King,Shawarma,Dhaka
jf2q,Monica'S Kitchen,Bangladeshi,Dhaka
jf36,Ap Catering Service,Rice Dishes,Chittagong
jf44,Pizzaology,Pizza,Rajshahi
jfjh,Kosturi Plus Hotel And Restaurant,Rice Dishes,Bogra
jfpn,Jafran Kacchi Biryani House,Bangladeshi,Gazipur
jg0t,Crave & Bite,SNAcks,Dhaka
jg6d,Jackpot Bangladesh,Fast Food,Dhaka
jgc4,White Rabbit,Fast Food,Chittagong
jgd9,Da. Appetizer,Chinese,Sirajganj
jgg0,Bowled,Rice Dishes,Dhaka
jgn8,Girls Corner,Cafe,Gopalganj
jgrz,Jannat Biriyani House,Biryani,Dhaka
jgs3,Isfc And Fast Food,SNAcks,Dhaka
jgso,Virgo Lounge & Cafe,SNAcks,Dhaka
jgvw,Rice & More,Rice Dishes,Dhaka
jh1m,Sokal Bikal Hotel And Restaurant,Bangladeshi,Narsingdi
jh46,Tendr,Fast Food,Dhaka
jhdb,Mona Home Chef,Fast Food,Bogra
jhk5,Kiva Han Coffee,Western,Dhaka
jhn6,Am 2 Pm,Fast Food,Dhaka
jhn9,Fahima'S Kitchen,SNAcks,Dhaka
jhp2,The Pizza Co.,Pizza,Chittagong
jhq8,Cafe Fusion,Fast Food,Chittagong
jhs0,Juice Box,Juice Corner,Cox'S Bazar
jhyf,Hungry Brunch,Beverage,Dhaka
ji64,Nena Home Made,Dessert,Barisal
ji7e,Two 32 Lawn & Restaurant,Cafe,Dhaka
jibe,Momo Mia By Picnic,Bangladeshi,Dhaka
jibm,Labonno'S Kitchen,Bangladeshi,Sirajganj
jicg,Bangali Masala Cooking Corner,Curry,Dhaka
jiep,Kureghor Kabab,Kebab,Dhaka
jig4,Live Pizza Park,Fast Food,Dhaka
jiij,Cafe Moja,SNAcks,Dhaka
jijx,Al Halal Kacchi & Tehari Ghor,Rice Dishes,Moulvibazar
jimu,Rfl,Bangladeshi,Cox'S Bazar
jirv,Manin Korai Gosto,Bangladeshi,Dhaka
jitd,Petuk,Bangladeshi,Dhaka
jj0j,Panaderia,Chinese,Dhaka
jjb0,Shawon'S Window,Kebab,Dhaka
jjed,Oven Pizza & Tacos,Fast Food,Dhaka
jjge,Tehari Nation,Bangladeshi,Dhaka
jjgv,Tajine,Curry,Dhaka
jjot,LovelyS,Bangladeshi,Gazipur
jjvn,Tripti Catering,Bangladeshi,Dhaka
jjxr,Katsu Kravings By The Food Park,SNAcks,Dhaka
jjxw,Chillox,Burgers,Dhaka
jk1o,Holesome By Picnic,Dessert,Dhaka
jk1w,Fu,Cafe,Chittagong
jkfm,Paragon Momo,Dumpling,Chittagong
jkht,Cp Five Star,Chicken,Chittagong
jkoo,Hazi Kacchi Ghor,Bangladeshi,Dhaka
jkp3,Al Arabian Cake & Sweets,Dessert,Dhaka
jku9,Cha Bari,SNAcks,Jhenaidah
jkxr,Second Cup Bangladesh,Beverage,Dhaka
jkyh,Jive Jol Kebab Me Haddi & Biryani House,Kebab,Dhaka
jkyj,Crush Momo,Japanese,Dhaka
jkz2,Nobanno Restaurant,Bangladeshi,Sylhet
jkzm,Ma Biryani Ghor,Rice Dishes,Dhaka
jkzv,Allah'R Dan Biryani House,Bangladeshi,Dhaka
jl0b,Kacchi Dine,Biryani,Chittagong
jl4a,Uttara Pizza House,Pizza,Dhaka
jl8h,Nadia'S Rannaghor,Bangladeshi,Dhaka
jla1,Old Town (Pandago),Fast Food,Chittagong
jla2,Lazy Baker'S,Fast Food,Dhaka
jlhv,Suicide Burger,SNAcks,Dhaka
jlns,Sifat'S Kitchen,Rice Dishes,Dhaka
jm2m,Mahiba'S Kitchen,Bangladeshi,Rangpur
jm59,Nawra'S Mom Kitchen,Bangladeshi,Comilla
jm6t,Gyoza,Dumpling,Dhaka
jmj4,Sultana'S Kitchen,Rice Dishes,Dhaka
jmlb,Cafe Gen Z,Fast Food,Dhaka
jmpx,Kebabwala,Kebab,Dhaka
jmqj,Live Pizza Kingdom,Pizza,Dhaka
jmvv,Samurai Sushi Kitchen,Sushi,Dhaka
jnb2,Chow,Chinese,Dhaka
jnfx,Shawarma Damasco,Shawarma,Dhaka
jnjy,Anny'S Kitchen,Bangladeshi,Dhaka
jnle,Cocojoy,Beverage,Dhaka
jnmi,New Uthan Restaurant,Bangladeshi,Sylhet
jnvk,Sparrows,Western,Dhaka
jo46,Panda Dumplings,Dumpling,Dhaka
jo9t,G.O.A.T,SNAcks,Dhaka
jofb,Shanti Hotel,Bangladeshi,Savar
joka,Pizzaburg Rajshahi,Pizza,Rajshahi
jon1,Ruen Busaba,Thai,Dhaka
jowq,Farjana'S Kitchen,Bangladeshi,Dhaka
jozn,Adiba Hotel & Restora,Curry,Rangpur
jp9w,Cha With Ta,Beverage,Dhaka
jpf1,Charley'S,SNAcks,Dhaka
jpky,Mr. Chef,Burgers,Dhaka
jpos,7 Candle Restaurant,Chinese,Dhaka
jpqg,Best,Dumpling,Dhaka
jps5,The City Lounge,Rice Dishes,Jessore
jpwk,Taste Of Bangla,Bangladeshi,Dhaka
jq2s,The Stories Cafe,Fast Food,Dhaka
jq7z,Lunar Heshel,SNAcks,Rajshahi
jq8d,Gorom Meat Box,SNAcks,Dhaka
jqy1,Pizza Paradise,Pizza,Dhaka
jr4b,Red Button,Bangladeshi,Dhaka
jr7z,Snacks Town,Indian,Dhaka
jri1,Pizza & More,Pizza,Dhaka
jrq5,Bhorta Click,Bangladeshi,Dhaka
jruh,Teheri Owala,Biryani,Dhaka
js4z,Ghorowa Khabar,Rice Dishes,Dhaka
js6z,Bite Express,SNAcks,Chittagong
js9o,Food Funda,Fast Food,Dhaka
jscn,Kutush,Fast Food,Dhaka
jscw,Hazi Kacchi Biryani House,Bangladeshi,Tangail
jsm5,Fuchka Factory,Chotpoti & Fuchka,Dhaka
jstc,Sip Crush Juicery,Juice Corner,Dhaka
jt4b,Castle Black,Fast Food,Rangpur
jt89,Nabila'S Kitchen,Bangladeshi,Dhaka
jtcv,Waffle Beats,Dessert,Narsingdi
jth5,Roll N Twist,SNAcks,Dhaka
jtq4,Apon Shipon Biryani House,Bangladeshi,Bogra
jtsn,Good Food,Bangladeshi,Rajshahi
jtto,Yum Bite'S,Dumpling,Dhaka
jtxt,Royalist Patisserie,Dessert,Dhaka
ju59,Muktagacha'S Gopal Mistanna Bhandar,Dessert,Mymensingh
ju74,Sarha Kitchen,Kebab,Dhaka
jupf,Nasrin'S Cuisine,Rice Dishes,Dhaka
jvgt,Nawabi Food,Beverage,Dhaka
jvm8,Ruhaniat'S Creations,Fast Food,Jessore
jvti,Knacks,SNAcks,Chittagong
jw5i,Yaki Maki,Japanese,Dhaka
jw9t,Haji Biryani,Biryani,Naogaon
jwdq,Q,Fast Food,Sylhet
jwfu,The Silence Inn,SNAcks,Rajshahi
jwqd,The Xin Jiang Restaurant,Fast Food,Rajshahi
jwsl,Crush Momo'S,Dumpling,Khulna
jwxn,Shiraj Chui Gosto,Bangladeshi,Dhaka
jx2n,Taazaa,Fast Food,Savar
jx54,Paragon Momo,Dumpling,Jessore
jxcv,Doiwala,Bangladeshi,Dhaka
jxe1,Shodeshi Kitchen,Bangladeshi,Dhaka
jxew,Brew Brothers,Fast Food,Dhaka
jxw4,Safe House,SNAcks,Dhaka
jxyf,Caffine Coffee And Pastries,Cafe,Sylhet
jyel,Allahr Dan Bombai Shingara Point,SNAcks,Barisal
jymf,The Dhaka,Fast Food,Dhaka
jywu,Hotel Amania,Curry,Dhaka
jyy2,Takeout,Fast Food,Chittagong
jzbk,Kiva Han,Cafe,Dhaka
jzby,Vojon Restaurant,Bangladeshi,Dhaka
jzgc,Hungry Hub Sylhet,Fast Food,Sylhet
jzgk,Pizza Town Cafe & Restaurant,Fast Food,Dhaka
jzjm,Sk Print,NA,Savar
jzmv,Fuchka Mama,Chotpoti & Fuchka,Dhaka
jznv,Racecourse Cafe,SNAcks,Dhaka
jznx,Fuchka Khadok & JuiceBar,Chotpoti & Fuchka,Chittagong
jzrx,Eat & Addict,Fast Food,Dinajpur
jzsv,Espresso House,Beverage,Dhaka
k0fy,Cornzza,SNAcks,Dhaka
k0gl,Mr Pss Live Bakery Mirpur 11,Bakery,Dhaka
k0lc,Tangail Mistanno Bhandar,Dessert,Dhaka
k0lx,Stl Kitchen,SNAcks,Comilla
k0ox,Sai Gon Kitchen,Cakes,Dhaka
k0pm,Tasty King,Fast Food,Dhaka
k0qs,Plate Restaurant,Rice Dishes,Dhaka
k0rr,Teaxo,Fast Food,Dhaka
k0y3,Chillox,Burgers,Mymensingh
k0zl,Juicy Burger,Fast Food,Narsingdi
k1hz,Zennis,SNAcks,Dhaka
k1pt,Foodx,Fast Food,Khulna
k1qa,Shans Cake,Dessert,Khulna
k1yq,Coffee Bank,Beverage,Khulna
k1z5,Excellent Fried Chicken,SNAcks,Dhaka
k22m,Food Lab,Bangladeshi,Dhaka
k29p,Eleven Cafe,NA,Dhaka
k2jk,Foreign Station,Fast Food,Dhaka
k2yg,Uapians Corner,Fast Food,Dhaka
k2yi,Khawari Waffle,Dessert,Feni
k2yz,Ghoroa Ranna,Bangladeshi,Dhaka
k3as,Mahmuda'S Kitchen,SNAcks,Sylhet
k3g8,Khan Food Heaven,Fast Food,Savar
k3rl,Domino'S Pizza Agrabad,Pizza,Chittagong
k3sa,Spicy Burg,Chinese,Comilla
k3tu,Rise & Dine,Bangladeshi,Rajshahi
k3w4,Signature Cuisine,Beverage,Rangpur
k3ya,Delicious Food & Chinese,SNAcks,Gazipur
k41t,Hazi Biryani,Biryani,Barisal
k45a,Foodhive,Beverage,Chittagong
k47m,Rashona Prince Restora,Curry,Dhaka
k4jp,Waffle Side,Dessert,Dhaka
k4le,Tamanna Chotpoti & Fuchka,Chotpoti & Fuchka,Moulvibazar
k4nb,Jhaker Restaurant & Kabab Ghor,Bangladeshi,Dhaka
k4t0,Pandago Ob,Bangladeshi,Rangpur
k4uy,Kitchen Asia,Rice Dishes,Chittagong
k4v8,Comilla Matri Bhandar,Sweets,Chittagong
k4vr,Mh Cooking Shop,Bangladeshi,Chittagong
k4wn,Gour Nitai Vaidik Restaurant(100% Vegetarian),Bangladeshi,Comilla
k54i,Tuchka,Chotpoti & Fuchka,Dhaka
k58r,Yummy Live Pizza,Fast Food,Dhaka
k59t,Box Burger,Fast Food,Dhaka
k5ad,Waijai Thaifoon,Seafood,Dhaka
k5du,Fuchka Express,Bangladeshi,Dhaka
k5in,Khan'S Spice Kitchen,Bangladeshi,Dhaka
k5ip,Airin'S Kitchen,SNAcks,Dhaka
k5kg,Catering Service Tehari Ghar,Biryani,Dhaka
k5qu,Food And Fusion,Rice Dishes,Dhaka
k5te,Red Chillies,Fast Food,Dhaka
k5ww,Khanewala Home Kitchen,Bangladeshi,Dhaka
k6xr,The Dhaka,Indian,Dhaka
k76o,Pizza Di Mare,Pizza,Cox'S Bazar
k7ax,Crustease,Pizza,Dhaka
k7ji,Tasty Touch,Fast Food,Dhaka
k7pg,Fuchka Bhai,SNAcks,Dhaka
k7qm,Grab N Thrive,SNAcks,Dhaka
k7rf,Bhojon Bilash,Bangladeshi,Dhaka
k7tq,Delifrance,Beverage,Dhaka
k7ty,Nazma Bhorta Bari,Bangladeshi,Dhaka
k7wj,Pizza Kingdom,Pizza,Dhaka
k7ym,Love Kitchen,Bangladeshi,Dhaka
k83u,Pizzaology,Pizza,Rangpur
k8am,Sinan Thai Chinese Restaurant,Chinese,Rangpur
k8fs,Food Craving,Bangladeshi,Dhaka
k8l1,Red Chillies,Burgers,Dhaka
k8nj,House Of Khichuri,Khichuri,Dhaka
k8um,Crisp,Fast Food,Dhaka
k913,Oromo,Beverage,Dhaka
k99r,Tiffin Time,SNAcks,Dhaka
k9e1,Yummy Touch,SNAcks,Dhaka
k9eq,Hero Cookie,Dessert,Dhaka
k9kv,Yummy Dine,Fast Food,Chittagong
k9ls,Food Court,Fast Food,Dhaka
k9of,Matir Chula,Bangladeshi,Dhaka
k9pu,Kacchi Express,Biryani,Chittagong
k9zf,Muslim Kebab & Restaurant Ltd,Kebab,Dhaka
k9zh,Shorboth Bhai,Beverage,Sylhet
ka9j,Alitto Food,Chicken,Dhaka
kah4,Radhuni Kitchen Biriyani House & Chinese,Chinese,Gazipur
kaim,Radha Madhob Veg Restaurant,Bangladeshi,Khulna
kajq,N Coffee House,Fast Food,Kushtia
kanw,Tasty Treat,Dessert,Jessore
kb7s,Oven Pizza & Tacos,Pizza,Dhaka
kbba,Sahal Er Misti,Dessert,Dhaka
kbbn,Dine In A Metro,SNAcks,Dhaka
kbk0,Happy Cave,Fast Food,Dhaka
kbs1,Madina Fast Food,Rice Dishes,Khulna
kc12,Gen,Cafe,Savar
kc2q,Frost And Flame,Fast Food,Dhaka
kc5e,Gifty,Bangladeshi,Bogra
kc98,King Fly Restaurant,Bangladeshi,Comilla
kcg2,Pizza Inn,Pizza,Dhaka
kcls,Chandpur Food Corner,Bangladeshi,Chandpur
kcmj,The Sky Lounge & Restaurant,Fast Food,Chittagong
kcod,Biplobi 24,SNAcks,Rangpur
kcyb,Meta Kitchen,SNAcks,Chittagong
kd2b,Tasty Treat,Dessert,Savar
kd7l,Vintage Bake & Cafe,Cafe,Dhaka
kdds,Worth Eat,Rice Dishes,Dhaka
kdhk,Moolicious,Cafe,Dhaka
kdn5,Capital Lounge,SNAcks,Dhaka
kdop,Greens & Seeds,Healthy,Dhaka
kdqg,Pagla Kala Gost,Bangladeshi,Dhaka
kdsj,Khan Shaheb Restaurant,SNAcks,Gopalganj
kee3,Food Nagar,SNAcks,Dhaka
kemu,Sb Kitchen,Bangladeshi,Rajshahi
ket2,Bikrampur Mistanno Vandar,Sweets,Dhaka
ketl,The Mahal,Biryani,Rajshahi
keuw,Sufiana Food Cart,Fast Food,Dhaka
kexm,Biteup Cafe & Restaurant,Fast Food,Dhaka
kf4f,Stuffing Club,Beverage,Dhaka
kf6c,Rinku Kitchen,SNAcks,Kushtia
kf9g,NaharS Kitchen,Bangladeshi,Chittagong
kfeu,Iffat'S Home Kitchen And Catering Service,SNAcks,Dhaka
kfni,Cafe Soi7,Indian,Dhaka
kfoc,Salt Restaurant & Cafe,Beverage,Dhaka
kfou,Fast Food House,Fast Food,Comilla
kfpi,Cafe Ladhidh,Fast Food,Cox'S Bazar
kfra,Test Account (Marketplace Ops),Burgers,Dhaka
kfrz,Juice Plaza,Juice Corner,Dhaka
kfxv,Slaw,Burgers,Dhaka
kg1a,Best Eat Cafe,Fast Food,Mymensingh
kgjp,Yin And Yummy,Bangladeshi,Dhaka
kgmi,Page4,SNAcks,Dhaka
kgoo,Day Night Indian Restaurant,Indian,Dhaka
kgwp,Delectus Cafe & Bistro,Thai,Dhaka
kgxg,Old Town Cold Coffee,Beverage,Dhaka
kh4s,Pizza Mohol,Pizza,Dhaka
khga,Dhaka Biryani House,Biryani,Chittagong
khjv,King'S Confectionery,Cakes,Chittagong
khkl,The Yellow Truck,Burgers,Dhaka
khpk,Wellfood,Dessert,Sylhet
khvp,Pizzaology,Pizza,Jessore
ki11,Night Fury,Rice Dishes,Dhaka
ki4w,Cheese Bees,Burgers,Dhaka
ki79,Himur Vojon Bilash,Rice Dishes,Sylhet
ki7y,Pizza Circle,Pizza,Dhaka
ki82,LithuS Cook Heaven,Bangladeshi,Dhaka
ki9u,At Dine,Rice Dishes,Dhaka
kib0,Ghorer Khabar,Bangladeshi,Jhenaidah
kifo,Wasabi,Dumpling,Comilla
kijr,B Maloncho,SNAcks,Chittagong
kj79,Food Venture,Bangladeshi,Dhaka
kjfw,The Village,Curry,Chittagong
kjkm,Tuba'S Kitchen,Rice Dishes,Khulna
kjqk,Donburi,Fast Food,Mymensingh
kjsl,Shakher Hari,Healthy,Meherpur
kjw6,Maryam Tavern,Bangladeshi,Dhaka
kjy2,Dough & Cheese,Fast Food,Dhaka
kk0a,Abbas Hotel Sylhet,Curry,Sylhet
kk4y,Rufaida Fast Food & Juice Corner,SNAcks,Dhaka
kk5j,Amazon Dine,SNAcks,Dhaka
kk9x,Masala Kitchen,Bangladeshi,Dhaka
kkfn,Meena Sweets,Sweets,Dhaka
kkv8,S&A Home Made Food,Bangladeshi,Dhaka
klav,Waffle N More,Dessert,Dhaka
klch,Pick A Bowl,Fast Food,Dhaka
kli0,New Kawab Nation,Kebab,Dhaka
klo8,Wafika Home Made Kitchen,Bangladeshi,Dhaka
klsw,Shumi'S Hot Cake,Cakes,Chittagong
klwe,Amana Foodville,Fast Food,Rajshahi
km5s,Greens & Seeds,Healthy,Sylhet
km6b,Minisam Eats,Bangladeshi,Khulna
kmhv,Rasin'S Kitchen,Bangladeshi,Dhaka
kmlq,Ahmed Network (Pandago),Bangladeshi,Feni
kmn8,Rahmah Rizq,SNAcks,Dhaka
kmq8,Dream Foods & Kebab,Kebab,Dhaka
kmzd,Hungry Guest,Chinese,Dhaka
kn8t,Kacchiwala Tehari Ghar,Bangladeshi,Rajshahi
kne4,Ottoman Delights,Asian,Dhaka
knui,Tehari Ghor,Biryani,Rajshahi
knyp,Priyanka'S Kitchen,Bangladeshi,Dhaka
ko1x,Slice Of Heaven,Fast Food,Chittagong
ko7o,Fuchka Bari,Chotpoti & Fuchka,Chittagong
koag,Bhagyakul Mistanna Bhander,Dessert,Dhaka
koc5,Alif & Addin Kitchen,Rice Dishes,Rangpur
kog1,Isra Chuighosto,Bangladeshi,Dhaka
kolz,Nalli House,Bangladeshi,Dhaka
kook,Waffle Plus,Dessert,Dhaka
koqm,Rabeya Home Kitchen,Bangladeshi,Dhaka
kosp,Diggger,Pizza,Dhaka
kouy,Dhakeswari Live Pizza,Pizza,Dhaka
kp2b,Antalya,Chinese,Sylhet
kp55,Late Night Express,Fast Food,Dhaka
kp5c,Mughal Sweets,Dessert,Kushtia
kp66,Grill & Thrill,SNAcks,Dhaka
kp8b,Chopstick Lounge,Beverage,Dhaka
kpds,Dim Sum Town,Rice Dishes,Dhaka
kpg5,Taste Of Butter,SNAcks,Dhaka
kpgs,Bakers Point,Bakery,Dhaka
kphl,Food Kitchen Restaurant,Bangladeshi,Dhaka
kpk3,Chicken King,SNAcks,Chittagong
kpul,La Tarte,Cakes,Dhaka
kqg9,Clean Cravings,Bangladeshi,Dhaka
kqiv,Deshio Doi Ghor,Bangladeshi,Chittagong
kql8,Waffle U,Dessert,Khulna
kqmm,Home Made Frozen Foods,Bangladeshi,Jessore
kqrv,Decent Pastry Shop,Fast Food,Dhaka
kqz3,All 'Bout Chicken By Picnic,Bangladeshi,Dhaka
kr52,Ts Live Bakery,SNAcks,Dhaka
kr9n,Ornate,Fast Food,Chittagong
kre4,Jharna'S Kitchen,Curry,Dhaka
krh4,Cafe Saffron,Fast Food,Dhaka
krii,Oasis,Fast Food,Dhaka
krl0,Mr Shawarma,Shawarma,Dhaka
krrb,La Mirchi Eatery & Cafe,Fast Food,Dhaka
krv8,Shawarma N Katiroll,Fast Food,Dhaka
krwz,Tithir Roshui Ghor,Bangladeshi,Dhaka
krxe,Eten & Drinken,Beverage,Dhaka
ks14,Aesha'S Food Carnival,Beverage,Dhaka
ks15,Tanvir Food,Fast Food,Dhaka
ks1g,Kitchen Room,SNAcks,Dhaka
ks42,Cafe Bayati,Kebab,Dhaka
ks4i,Mita'S Kitchen,Noodles,Dhaka
ks83,Tasty Biryani House,Biryani,Khulna
ks9f,Royal Arabian,Chinese,Chittagong
ksg8,Zero Cafe,Pizza,Dhaka
kshw,Cake Pops,Dessert,Khulna
ksiy,Terraco,Steak,Dhaka
ksu1,Traditional Homemade Food,Bangladeshi,Dhaka
ksvp,Mondol Food Corner,SNAcks,Jamalpur
kswl,Cook House,SNAcks,Chittagong
ksyt,Blessing Kitchen,Curry,Dhaka
kt61,Wellfood,Dessert,Sylhet
kt7p,Live Pizza House,Pizza,Khulna
kt7r,Cloud Kitchen,SNAcks,Dhaka
kt9b,Sugar Rush,Dessert,Dhaka
ktb2,Shopnar Shopno,Bangladeshi,Dhaka
kti9,Khazana,Indian,Dhaka
ktq7,Sultan'S Dine,Biryani,Chittagong
kttt,Iris,Fast Food,Dhaka
kty7,Kimchi Express,Korean,Dhaka
kuaa,New Waffle Hut,Burgers,Gazipur
kuo3,Momo Xpress,Dumpling,Dhaka
kv2w,Ghorer Khabar,Bangladeshi,Dhaka
kvcq,Pizza Valley (Pandago),Fast Food,Chittagong
kvei,Best Homemade Food,SNAcks,Rangpur
kvhk,Coffee World,Cafe,Dhaka
kvks,Uptown Bites,Asian,Dhaka
kvo6,Wowfelinn,Fast Food,Dhaka
kvw5,Momo'S King,Dumpling,Dhaka
kw2s,Restaurant 24,SNAcks,Dhaka
kw4d,Cp Five Star,Fried Chicken,Rajshahi
kw6r,Greeno Juice Bar,Fast Food,Dhaka
kwdl,Sufia'S Cuisine,Bangladeshi,Dhaka
kwh8,Sushiology,Japanese,Dhaka
kwkf,Bangaliana Bhuri Bhoj,Bangladeshi,Dhaka
kwkw,Rivan Food Heaven,Bangladeshi,Dhaka
kx4v,Hricks Kitchen,Bangladeshi,Khulna
kxdd,Rater Kabab,Kebab,Dhaka
kxk1,Rice & Subway,SNAcks,Dhaka
kxz0,Fish N Fries,Seafood,Chittagong
ky7c,Burgerography,Burgers,Dhaka
ky9u,Mamun Biryani House,Biryani,Dhaka
kyp1,Momo Stand,Dumpling,Dhaka
kypd,Helium Khulna,Fast Food,Khulna
kyve,Tasty Time,SNAcks,Rajshahi
kyyq,The Fusion Kitchen,Healthy,Dhaka
kz91,Marium'S Kitchen,Healthy,Dhaka
kzc1,Chayer Mela,Rice Dishes,Dhaka
kzeu,Jessore Jamtola Misti Mela,Dessert,Dhaka
kzgi,Cutsy Bd,Bangladeshi,Dhaka
kzh7,Sugar & Spice,SNAcks,Dhaka
kzim,Sauda Juice Corner,Beverage,Khulna
kzj4,Cake Dine,Cakes,Comilla
kzjy,Jahan Food Corner,Fast Food,Dhaka
kzq9,Taste Heaven,Bangladeshi,Chittagong
